Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction_v2
0,1,45,1,1,329,0,0,0,3,3,5,4,1,1,1,1,4,1,4,29,28.0,1
1,0,33,1,1,2066,1,1,1,3,3,1,3,3,3,4,5,5,4,3,0,0.0,0
1,1,31,0,2,1765,3,3,3,3,3,5,4,5,5,5,5,4,5,4,0,0.0,1
0,1,29,1,2,1906,4,2,2,2,4,4,4,4,2,2,1,4,5,4,0,0.0,1
1,1,44,1,1,594,2,2,2,2,4,4,5,4,4,4,4,3,4,3,22,47.0,1
1,1,35,0,2,1992,4,2,4,4,5,4,5,5,1,3,4,4,3,5,0,0.0,0
1,0,25,1,1,2446,3,0,3,3,5,3,5,5,5,2,4,3,4,5,0,0.0,0
1,1,29,0,2,2054,5,5,5,4,2,5,2,2,4,5,4,3,4,2,0,13.0,1
1,1,22,1,1,4171,3,3,3,3,4,4,3,4,4,4,3,1,5,4,0,0.0,1
1,1,59,1,2,1041,3,1,1,1,5,3,3,3,3,3,3,1,3,2,0,0.0,0
1,1,44,0,1,461,5,5,5,5,1,5,1,5,5,5,5,5,5,5,50,38.0,1
1,0,47,1,2,1571,2,0,3,4,5,3,4,5,1,1,5,3,3,5,1,0.0,0
0,1,11,0,2,2050,2,3,2,4,3,2,3,3,1,3,4,1,4,3,0,1.0,0
0,0,38,1,1,1867,5,5,5,3,1,5,1,1,4,3,4,4,4,1,43,30.0,1
0,1,54,1,1,3353,2,2,2,2,3,4,4,5,5,5,5,5,5,3,0,0.0,1
0,0,23,1,2,1579,1,0,2,2,2,2,2,2,4,2,4,3,5,2,0,0.0,0
1,0,19,1,3,2488,2,3,2,3,5,2,5,5,3,4,3,3,3,5,84,109.0,0
1,1,55,1,1,2379,4,4,4,4,3,4,5,4,4,4,4,5,4,4,0,0.0,1
1,1,51,1,1,984,3,3,3,3,1,3,5,4,4,4,4,1,4,4,21,30.0,1
0,1,41,1,1,870,2,2,2,2,4,5,4,4,4,4,4,5,4,5,0,0.0,1
0,1,19,0,2,1968,2,5,2,3,3,2,3,3,2,5,5,1,1,3,3,0.0,0
1,1,43,0,2,922,4,5,5,5,5,4,3,4,4,4,4,2,4,2,10,1.0,1
0,0,19,1,1,2379,4,2,4,4,5,4,3,5,4,3,5,4,4,5,91,105.0,1
0,1,59,1,1,3111,2,4,4,4,2,1,2,2,2,2,2,2,2,1,34,32.0,0
0,1,51,1,1,389,5,5,5,5,2,5,5,3,3,4,3,5,3,5,0,0.0,1
1,1,60,1,3,296,4,2,2,2,5,4,3,3,3,4,3,2,3,4,0,0.0,1
0,1,21,0,2,1527,3,5,5,1,1,5,1,1,4,5,4,5,4,1,55,34.0,0
1,1,46,0,1,109,1,1,1,1,5,4,4,4,4,4,4,4,4,3,0,25.0,1
0,1,17,0,2,1293,4,4,4,3,3,4,2,3,3,3,2,4,4,3,0,3.0,0
1,0,43,1,2,2787,2,2,2,3,3,2,3,3,1,1,3,4,3,3,0,0.0,0
1,0,39,1,3,2178,4,4,4,3,3,4,3,3,3,2,4,1,3,3,0,0.0,0
0,0,21,1,2,4145,2,2,2,3,2,5,5,1,3,1,2,5,4,5,10,21.0,0
0,1,31,1,1,2702,1,1,1,1,4,4,4,4,3,2,3,4,1,4,2,0.0,1
1,1,61,1,1,2360,2,4,4,4,3,3,3,2,2,2,2,4,2,3,76,71.0,0
1,1,65,0,2,612,2,2,1,2,5,4,5,4,4,4,4,4,4,2,95,88.0,1
0,1,41,1,1,1910,2,2,2,2,4,4,5,4,4,4,4,4,4,5,0,0.0,1
0,1,59,1,2,2793,2,2,5,5,2,2,2,2,1,1,3,1,5,2,58,39.0,1
0,1,18,0,2,1967,3,5,3,4,4,3,4,4,5,4,3,4,4,4,0,0.0,0
1,1,49,0,2,290,4,5,4,4,4,4,4,4,5,2,4,5,4,4,0,0.0,1
0,1,61,0,2,1957,2,5,2,2,2,3,3,5,4,5,5,3,1,3,133,118.0,0
0,1,36,1,2,2774,4,2,2,2,4,4,4,4,2,4,3,2,1,4,4,0.0,1
0,1,52,1,1,944,1,1,1,1,5,4,5,5,5,5,5,3,5,5,12,10.0,1
0,1,62,1,2,2133,1,0,0,3,4,1,4,4,4,5,3,1,3,4,0,0.0,0
0,1,33,0,2,2659,2,5,2,3,2,2,2,2,3,5,2,2,2,2,0,0.0,0
0,1,33,1,2,957,4,3,3,3,4,4,4,4,2,5,1,2,3,4,0,0.0,1
1,1,49,0,2,954,4,5,4,3,2,5,5,2,2,4,2,5,2,4,10,0.0,1
1,1,15,0,2,1593,2,2,2,2,5,4,4,5,5,5,5,4,5,5,98,96.0,1
1,1,46,1,1,1101,1,0,0,3,1,3,3,2,2,0,2,2,2,1,0,0.0,0
1,1,68,0,2,2014,4,4,4,4,2,2,3,4,4,4,4,2,4,2,16,20.0,1
1,0,18,1,2,1920,2,0,2,1,3,2,3,3,2,4,5,3,1,3,0,0.0,0
0,1,27,1,2,3152,2,5,5,5,2,2,2,2,3,1,4,4,3,2,29,7.0,0
1,1,39,1,1,2742,3,3,3,3,2,4,3,4,4,4,4,1,4,1,11,28.0,1
0,1,44,1,2,1714,3,1,4,1,3,3,3,3,1,4,3,1,4,3,42,36.0,0
0,1,28,0,2,2502,3,5,3,3,1,3,1,1,4,5,4,5,4,1,0,0.0,0
1,1,59,1,1,775,3,5,5,5,5,4,3,3,3,3,3,1,3,1,17,1.0,0
0,1,32,0,2,2152,5,3,5,4,4,5,5,4,2,2,4,3,3,4,2,0.0,1
1,0,26,1,2,2420,2,2,2,4,4,2,4,4,5,4,5,5,3,4,92,72.0,0
1,0,23,1,2,1107,3,1,3,3,3,3,3,3,1,5,4,1,3,3,0,0.0,0
0,0,25,1,2,2484,3,3,3,5,5,3,5,5,4,4,2,2,5,5,3,49.0,0
0,0,23,1,2,2736,2,2,2,2,2,2,2,2,4,1,4,2,1,2,0,0.0,0
0,1,37,1,1,3021,2,2,2,2,2,1,3,4,4,4,4,2,4,2,0,0.0,1
0,1,56,0,2,2455,3,5,3,3,4,3,5,4,4,5,5,5,4,4,0,2.0,0
0,1,10,0,3,2683,2,4,1,2,5,1,5,5,3,3,5,3,4,5,0,6.0,0
1,1,45,1,1,529,2,2,2,2,4,4,2,4,4,4,4,1,4,5,92,84.0,1
0,0,24,1,2,2059,2,3,3,1,4,3,4,4,5,5,5,3,5,4,3,0.0,0
0,1,41,1,2,2412,1,3,3,3,1,1,1,1,3,2,3,3,3,1,1,18.0,0
0,1,31,1,1,4268,2,5,5,5,2,2,2,2,4,3,3,2,3,2,2,6.0,0
1,1,37,1,2,1715,1,3,3,3,1,1,1,1,2,3,4,1,3,1,0,0.0,0
1,1,52,1,1,2330,1,1,1,1,4,1,5,5,5,5,5,4,5,3,3,25.0,1
0,1,45,0,2,1466,1,1,1,3,5,1,5,5,4,1,3,4,4,5,0,0.0,0
0,1,35,0,2,2120,3,5,3,1,1,3,1,1,4,4,5,4,4,1,0,0.0,0
1,0,47,1,2,1664,2,2,2,1,5,2,5,5,4,2,4,4,1,5,0,7.0,0
0,1,25,1,1,3263,3,3,3,3,4,4,4,4,5,5,4,5,4,4,0,0.0,1
0,0,47,1,2,1370,1,0,2,2,5,2,5,5,3,2,3,4,5,5,0,0.0,0
0,0,37,1,2,1598,3,3,3,4,5,3,5,5,2,5,3,3,3,5,92,68.0,0
0,1,61,0,2,2030,1,5,1,5,4,1,4,4,4,2,5,4,5,4,0,0.0,0
0,1,53,1,1,433,1,1,5,1,3,4,5,4,4,4,4,4,4,4,0,0.0,1
0,1,55,0,2,1664,3,4,3,2,1,3,1,1,4,4,4,4,4,1,50,66.0,0
1,1,36,1,1,2853,1,1,1,1,2,5,2,4,4,4,4,3,4,1,8,0.0,1
1,1,50,1,1,3381,1,1,1,1,4,5,5,2,2,2,2,3,2,5,0,0.0,1
0,1,27,0,1,3293,4,5,4,3,3,4,3,3,5,5,4,3,5,3,2,0.0,0
0,1,33,0,1,3793,3,5,3,4,2,3,2,2,3,3,4,5,4,2,64,39.0,0
0,1,44,1,1,1779,5,5,5,5,4,3,4,5,5,5,5,3,5,3,23,2.0,1
1,1,56,0,3,333,5,5,3,5,4,2,3,5,5,5,3,2,5,2,0,0.0,1
1,1,48,0,2,450,3,3,3,3,4,3,4,4,4,4,4,5,4,3,7,0.0,1
0,0,25,1,2,3033,2,2,2,2,5,2,2,5,1,1,2,3,3,5,9,7.0,0
0,0,21,1,2,1388,5,0,5,1,5,5,5,5,4,5,2,5,5,5,9,0.0,1
1,1,28,0,2,2300,0,4,1,1,1,1,1,1,3,2,3,5,5,1,14,12.0,1
0,1,44,1,1,1989,2,1,1,1,5,3,2,2,2,3,2,4,2,4,14,0.0,0
1,1,57,1,1,1607,5,5,5,5,3,1,3,4,4,4,5,1,4,4,29,49.0,1
1,1,47,1,2,589,3,1,1,1,4,4,4,3,3,3,3,1,3,2,10,4.0,0
1,1,38,1,2,2075,2,5,5,5,2,2,2,2,1,1,5,2,4,2,0,0.0,1
1,1,45,1,1,1743,2,2,2,2,3,5,4,4,4,4,4,4,4,4,0,0.0,1
1,0,25,1,2,2591,3,2,2,3,5,2,5,5,2,3,1,4,3,5,0,0.0,0
1,1,26,1,2,1726,3,3,3,3,3,3,1,3,4,5,3,2,3,3,0,11.0,0
0,1,18,0,2,1754,2,4,2,1,3,2,3,3,4,5,2,2,2,3,91,84.0,0
1,1,51,0,2,1113,3,3,3,3,4,5,5,3,3,4,3,5,3,4,0,0.0,1
0,1,46,1,3,1851,4,5,2,5,4,4,4,4,3,5,4,1,4,4,0,0.0,0
1,0,27,1,3,1885,2,3,3,4,4,3,2,4,2,1,4,4,3,4,0,0.0,0
0,1,68,1,3,2035,3,2,2,2,3,3,3,3,2,2,3,3,3,3,0,10.0,0
0,1,31,0,2,1709,2,3,2,3,1,2,1,1,1,1,4,3,4,1,11,11.0,0
1,1,14,0,2,2420,4,4,5,4,3,4,5,4,4,5,4,5,4,4,5,0.0,1
1,0,30,1,1,3746,2,3,3,4,1,3,1,1,3,4,5,3,5,1,0,0.0,0
0,1,56,1,1,1701,1,1,1,1,2,4,4,4,4,4,4,5,4,3,0,0.0,1
1,0,34,1,1,3164,1,1,1,1,4,1,4,4,4,5,3,4,5,4,84,64.0,0
1,1,25,1,2,1087,4,2,2,2,4,4,4,4,1,4,3,4,5,4,0,0.0,1
0,1,55,0,2,1855,3,0,3,4,4,3,4,4,4,2,1,5,1,4,0,0.0,0
1,1,49,1,2,821,4,2,2,2,1,1,2,5,5,4,5,4,5,1,0,0.0,1
1,1,25,1,1,4141,0,0,0,3,5,5,5,5,5,3,3,5,5,5,4,12.0,1
0,1,65,0,2,1223,1,5,0,3,3,0,3,3,5,4,5,4,5,3,5,4.0,0
0,1,14,1,1,3488,1,1,1,1,5,5,5,5,3,4,5,3,5,5,0,3.0,1
1,0,25,1,1,2631,4,4,4,5,4,4,4,4,5,5,5,5,5,4,21,21.0,0
1,0,24,1,1,2594,1,1,1,4,2,1,2,2,3,3,3,3,3,2,4,30.0,0
0,0,42,1,1,1955,2,2,2,3,3,2,3,3,5,3,5,3,4,3,14,9.0,0
1,1,23,1,1,4236,5,5,5,5,4,4,4,4,3,3,4,4,5,4,50,53.0,1
1,1,45,0,2,698,3,3,3,3,3,5,4,4,4,4,4,5,4,3,53,42.0,1
1,1,24,1,2,2652,3,1,1,1,3,3,1,3,3,5,4,3,3,3,0,0.0,0
0,1,16,0,2,2797,4,4,4,2,5,4,5,5,4,1,2,4,1,5,0,0.0,0
1,1,34,0,3,1939,3,3,3,2,3,4,4,2,4,2,2,4,1,4,87,133.0,0
1,1,57,0,2,1025,2,2,2,2,2,1,3,4,4,5,4,4,4,4,35,54.0,1
0,1,30,1,1,3808,5,5,5,5,5,5,5,5,3,2,5,4,5,5,0,0.0,1
0,1,19,0,2,2678,2,4,2,3,1,2,1,1,4,4,4,5,4,1,1,0.0,0
0,1,20,0,2,1917,1,4,1,3,2,1,5,2,1,3,3,3,4,2,0,4.0,0
1,1,41,1,1,1501,1,1,1,1,2,5,5,4,4,4,4,5,4,4,0,0.0,1
1,1,56,1,1,467,1,0,0,3,5,3,3,1,1,0,1,4,1,1,10,0.0,0
1,1,63,0,2,217,2,2,2,2,4,5,4,3,3,3,3,3,3,3,0,0.0,1
0,1,32,1,1,2740,2,2,2,2,4,4,4,4,5,4,4,5,4,4,8,6.0,1
1,1,49,1,1,717,5,5,5,5,5,4,4,2,2,2,2,4,2,4,15,10.0,1
0,1,36,1,1,842,1,1,1,1,4,5,4,4,4,4,4,3,4,3,21,15.0,1
0,1,41,1,1,5129,5,5,4,5,5,4,5,5,2,5,4,5,3,5,171,183.0,1
1,1,56,1,1,207,2,2,2,2,5,4,4,4,4,4,5,4,4,3,0,0.0,1
0,1,51,1,1,2266,4,2,2,2,3,4,3,4,4,4,4,2,4,3,27,44.0,0
0,1,24,1,2,2470,4,3,3,3,4,4,5,4,3,3,1,1,2,4,0,0.0,1
0,1,44,1,1,1616,2,2,2,2,4,5,4,4,4,4,5,3,4,4,0,0.0,1
0,1,33,1,1,3881,3,4,4,4,3,3,3,3,1,5,4,2,3,3,21,12.0,0
1,1,43,1,1,422,2,2,2,2,2,5,5,4,4,4,4,3,4,4,0,0.0,1
1,1,65,0,2,694,4,2,4,3,5,4,4,3,3,4,5,1,3,4,0,25.0,0
0,1,22,1,3,2600,2,2,5,5,2,2,3,2,1,4,4,4,4,2,0,0.0,0
1,1,35,0,2,2451,3,3,3,3,5,4,4,5,5,5,5,2,5,4,0,0.0,1
0,1,7,0,1,3525,4,2,4,3,4,1,1,4,3,3,3,1,4,1,0,0.0,0
1,1,27,0,1,1704,5,2,2,2,2,1,2,5,5,5,5,2,5,1,0,0.0,1
1,1,38,1,1,1599,2,1,1,1,3,3,4,2,2,2,2,4,2,3,0,0.0,0
1,1,47,0,2,1508,5,5,5,4,5,3,5,2,2,5,2,1,2,1,0,0.0,1
1,0,26,1,2,2744,3,3,3,3,2,3,4,2,2,2,4,2,3,2,0,23.0,0
1,0,20,1,3,1593,2,4,2,1,2,2,2,2,3,4,1,1,1,2,0,0.0,0
0,1,53,0,2,2677,1,5,1,3,4,1,4,4,3,2,3,5,5,4,0,0.0,0
0,1,69,0,2,1150,1,4,1,4,4,1,4,4,2,4,3,2,4,4,8,17.0,0
1,1,28,0,2,1567,4,5,0,4,5,0,5,5,5,4,5,5,5,5,105,107.0,0
1,1,39,1,1,3310,5,5,5,5,5,5,4,5,5,4,5,5,5,4,12,11.0,1
1,0,21,1,2,2896,3,3,3,1,5,3,3,5,5,2,5,4,5,5,0,0.0,0
0,1,34,1,2,1230,2,2,2,2,2,2,2,2,1,2,4,2,4,2,0,0.0,0
0,1,9,0,2,2751,1,0,1,4,5,1,5,5,4,4,5,4,5,5,0,0.0,0
0,1,41,1,2,1295,3,5,5,5,3,3,3,3,1,3,4,2,3,3,15,27.0,0
1,1,33,0,2,1273,1,1,1,1,4,4,4,2,2,2,2,3,2,4,20,19.0,1
0,1,41,0,2,1729,4,4,3,4,5,3,4,5,4,3,4,1,5,5,0,0.0,0
0,1,26,1,1,3438,5,5,5,5,3,3,3,3,3,5,4,5,4,3,0,0.0,1
1,0,30,0,2,1663,2,4,2,1,5,2,5,5,4,5,4,3,5,5,0,0.0,0
0,1,45,1,1,4952,1,1,3,1,5,5,5,5,4,4,4,5,5,5,159,151.0,1
0,1,69,0,1,572,3,4,3,3,5,3,3,2,2,3,2,1,2,4,50,35.0,0
1,0,80,1,1,540,3,3,3,4,5,3,4,2,2,3,2,2,2,3,0,13.0,0
0,1,25,0,2,1558,1,5,1,4,3,1,3,3,1,4,3,3,2,3,31,25.0,0
0,0,19,1,1,1773,4,4,4,3,3,4,1,3,5,4,5,5,5,3,0,2.0,1
1,1,16,1,2,2399,1,1,1,1,1,1,4,1,1,5,3,3,4,1,0,6.0,0
0,1,9,0,2,1280,2,4,2,4,1,2,1,1,3,4,3,2,4,1,0,0.0,0
1,1,13,0,2,3969,5,5,3,5,3,3,3,3,3,2,5,4,4,3,45,36.0,1
1,1,55,1,3,201,2,3,3,3,4,3,3,3,3,2,3,2,3,1,0,0.0,0
1,0,23,1,2,1427,5,5,5,1,1,5,1,1,3,3,4,3,4,1,28,22.0,1
1,1,43,1,3,77,4,4,1,4,3,5,2,3,3,4,3,5,3,2,0,0.0,1
0,1,45,1,1,2935,0,1,1,2,4,5,5,1,1,1,1,4,1,4,0,0.0,1
0,1,25,1,3,1873,0,5,0,1,5,0,4,5,2,3,2,4,5,5,0,1.0,1
1,0,36,1,2,1611,2,3,2,4,5,2,5,5,2,1,3,4,4,5,0,3.0,0
0,1,38,1,1,867,4,1,1,1,1,4,4,4,4,3,4,2,4,1,0,24.0,0
0,1,45,1,1,1743,2,4,4,4,4,3,4,2,2,2,2,4,2,2,0,12.0,0
0,0,24,1,1,1730,4,0,4,3,2,4,2,2,5,2,4,4,5,2,0,0.0,1
0,1,71,1,1,780,2,3,4,3,2,2,1,2,2,2,2,2,2,2,0,2.0,0
1,1,42,1,1,93,3,3,5,3,5,4,4,4,4,4,5,3,4,5,43,48.0,1
1,1,23,1,2,3452,4,1,1,1,4,3,4,5,2,5,5,4,3,4,0,0.0,1
1,1,41,1,1,2305,4,4,4,4,3,5,5,5,5,5,5,4,5,3,112,102.0,1
1,1,43,0,2,430,4,4,5,4,2,4,5,5,5,4,5,4,5,4,0,0.0,1
0,1,52,1,1,2727,2,2,2,2,1,3,1,4,4,3,4,3,4,2,4,14.0,1
1,1,48,0,2,1142,5,5,5,5,5,5,5,5,1,4,1,5,5,5,0,0.0,1
0,1,60,1,2,1841,2,4,4,4,2,2,2,2,2,3,3,4,3,2,15,30.0,0
1,0,35,1,1,2038,2,2,2,4,4,2,2,4,3,4,5,3,4,4,0,0.0,0
1,1,48,1,1,531,2,2,4,2,3,4,5,5,5,5,5,5,5,5,0,0.0,1
0,1,42,1,1,948,1,1,1,1,3,5,5,5,5,5,5,4,5,3,0,4.0,1
0,0,35,1,2,1876,4,4,4,4,2,4,2,2,3,2,4,4,4,2,0,0.0,0
1,1,54,1,1,1879,4,4,4,4,5,4,5,4,4,4,4,3,4,5,0,0.0,1
1,1,22,1,1,2485,2,2,2,2,5,5,5,5,3,2,2,2,4,5,0,26.0,1
0,0,22,1,1,2219,5,4,5,1,4,5,4,4,4,3,5,3,5,4,0,0.0,1
1,1,45,0,3,612,4,4,4,4,4,4,5,2,2,2,2,5,2,5,0,0.0,1
1,1,43,1,2,101,1,4,4,4,3,3,4,1,1,1,1,4,1,1,9,20.0,0
1,1,63,1,1,693,4,4,4,4,3,4,4,2,2,2,2,3,2,5,0,0.0,1
1,1,40,1,1,3140,2,2,2,2,4,5,5,4,4,4,4,4,4,1,0,8.0,1
1,1,20,0,3,2366,4,4,4,4,3,4,5,3,3,4,3,3,3,5,15,27.0,1
0,1,40,1,1,2017,3,3,3,3,3,4,5,5,5,5,5,4,5,4,12,0.0,1
1,0,31,1,2,2338,2,2,2,3,5,2,5,5,5,3,2,2,2,5,0,0.0,0
0,1,28,1,1,4543,4,4,4,4,4,4,4,4,5,5,5,4,3,4,148,175.0,1
0,1,29,1,1,2693,5,5,5,5,2,2,2,2,4,3,4,3,5,2,47,56.0,1
1,1,36,1,2,1733,2,3,3,3,2,2,2,2,4,4,2,4,2,2,7,2.0,0
0,1,55,1,2,2401,5,3,5,3,5,5,5,5,1,4,3,3,4,5,15,0.0,1
0,1,43,1,1,668,3,3,3,3,5,3,1,5,5,5,5,4,5,3,3,0.0,1
0,1,57,0,2,1407,2,3,2,4,3,2,3,3,4,2,4,2,3,3,0,0.0,0
1,1,24,0,2,3831,3,3,3,3,3,4,4,4,4,4,4,2,4,2,4,0.0,1
0,1,17,0,1,2345,2,5,2,4,1,2,1,1,3,4,4,4,4,1,67,64.0,0
1,1,40,0,2,1162,3,5,3,4,3,3,1,3,5,5,4,4,4,3,4,0.0,0
1,1,27,0,2,1568,4,4,4,4,3,3,3,3,5,5,4,5,5,3,1,3.0,1
0,0,36,1,2,2109,1,1,1,3,3,1,3,3,2,1,4,4,3,3,36,20.0,0
0,1,18,0,2,1554,2,5,5,4,5,5,5,5,5,1,4,1,5,5,0,0.0,0
1,1,29,1,1,4859,5,5,2,5,4,4,4,4,4,2,3,5,2,4,0,0.0,1
0,1,48,0,2,1681,2,4,2,1,5,2,2,5,5,3,4,3,4,5,0,0.0,0
1,1,48,1,1,614,3,3,2,3,1,3,2,5,5,4,5,1,5,1,0,0.0,1
0,0,23,1,2,1766,3,2,3,1,4,3,4,4,4,2,1,2,2,4,3,0.0,0
1,1,58,1,1,1979,1,2,1,1,2,5,5,5,5,5,5,4,5,4,0,0.0,1
0,1,58,0,2,2119,1,2,1,4,1,1,1,1,1,3,3,2,4,1,65,53.0,0
0,1,47,1,1,2085,2,2,2,2,5,5,5,4,4,4,4,4,4,4,0,0.0,1
0,1,32,1,1,2524,3,1,3,3,3,3,3,3,2,1,4,2,3,3,0,0.0,0
1,1,55,0,2,672,3,3,3,3,2,4,5,5,5,5,5,5,5,5,0,0.0,1
0,1,40,1,1,3591,1,1,1,1,5,4,4,4,4,4,4,5,4,3,0,0.0,1
0,0,22,1,1,885,5,3,5,5,4,5,4,4,3,2,4,4,3,4,0,2.0,1
0,1,66,1,1,563,4,4,4,4,1,2,5,4,4,4,4,4,4,2,13,0.0,1
1,0,34,1,2,1767,2,1,1,5,2,1,3,2,1,4,4,4,3,2,0,0.0,0
1,1,43,1,2,606,2,3,1,3,5,3,3,2,2,2,2,1,2,1,0,2.0,0
1,1,62,0,2,1094,0,0,0,2,1,0,1,1,3,4,3,3,4,1,10,15.0,1
0,1,43,1,1,1689,2,2,2,2,5,4,5,4,4,5,4,3,4,3,0,0.0,1
0,1,66,0,1,464,4,5,4,1,2,4,4,3,3,4,1,5,3,5,0,0.0,1
0,1,46,0,2,1867,4,4,4,3,1,4,1,1,3,5,5,5,5,1,0,0.0,1
1,1,35,1,1,3990,3,3,3,3,2,4,5,4,4,4,4,3,4,5,0,0.0,1
1,0,44,1,2,1641,2,4,2,2,5,2,5,5,1,1,5,2,4,5,57,43.0,0
1,0,25,1,1,2020,4,4,4,1,2,4,3,2,3,4,5,3,5,2,0,0.0,1
0,1,78,1,3,1824,4,2,2,2,4,4,4,4,3,4,3,4,1,4,0,2.0,1
0,1,36,1,1,376,0,0,0,2,5,4,5,5,5,5,5,3,5,3,13,0.0,1
1,0,18,1,2,1738,2,2,1,4,4,1,4,4,4,4,3,2,3,4,3,0.0,0
1,1,30,1,1,4809,4,4,4,4,5,5,5,5,3,2,5,5,5,5,24,9.0,1
0,1,43,1,1,3864,5,5,5,5,3,5,5,4,4,4,4,3,4,5,0,0.0,1
0,1,51,0,2,3169,2,5,2,3,5,2,2,5,2,1,3,1,3,5,0,0.0,0
1,1,57,1,1,3913,2,1,1,1,3,3,3,2,2,2,2,3,2,3,17,10.0,0
0,1,59,1,1,1741,2,2,2,2,4,3,5,5,5,5,5,5,5,3,0,0.0,1
0,0,17,1,2,1252,2,1,2,4,3,2,3,3,1,3,3,2,4,3,30,23.0,0
0,1,24,1,1,2127,1,1,1,1,2,2,2,2,4,2,5,4,5,2,0,0.0,1
1,1,42,1,1,3773,1,1,1,1,5,4,4,3,3,3,3,4,3,3,0,0.0,1
0,0,37,1,2,1878,4,4,4,3,2,4,2,2,5,4,5,2,3,2,5,12.0,1
0,1,27,1,2,1295,0,1,1,1,5,1,5,5,3,1,3,5,3,5,0,0.0,1
0,1,24,0,2,1786,2,2,2,3,2,2,2,2,4,1,4,1,3,2,0,0.0,0
1,1,45,1,1,373,5,5,5,5,1,4,3,5,5,5,5,1,5,4,0,0.0,1
0,1,28,1,1,5427,2,2,2,2,5,5,5,5,5,2,5,4,5,5,0,0.0,1
1,0,38,1,1,1973,3,3,3,3,3,3,3,3,4,3,5,3,5,3,0,0.0,0
0,1,18,0,2,1811,1,3,1,3,3,1,1,3,3,3,3,2,2,3,34,32.0,0
1,1,44,1,1,435,3,3,3,3,2,4,5,5,5,5,5,5,5,5,0,0.0,1
0,0,41,1,2,1370,1,2,1,4,3,1,3,3,3,2,4,2,3,3,6,0.0,0
0,0,28,1,1,3202,2,2,2,3,1,2,1,1,5,2,5,5,5,1,26,41.0,0
1,1,55,1,2,70,4,4,4,4,2,1,4,4,4,4,4,5,4,5,0,0.0,1
1,1,23,0,2,2807,4,4,3,4,5,1,1,5,5,5,5,4,5,1,0,0.0,1
1,1,47,1,1,2071,4,4,4,4,3,4,4,5,5,5,5,3,5,3,2,2.0,1
0,1,41,1,2,1587,1,5,5,5,1,1,1,1,1,3,2,1,3,1,149,133.0,0
1,1,39,1,1,3879,5,5,5,5,1,4,2,5,5,5,5,4,5,3,0,0.0,1
0,1,21,1,1,2829,5,5,5,5,3,4,3,3,5,3,4,5,4,3,0,0.0,1
1,1,36,1,1,3365,1,5,4,5,1,1,1,4,4,2,3,1,2,1,106,139.0,0
0,1,33,0,2,1689,1,5,1,3,5,1,5,5,5,4,4,3,5,5,84,83.0,0
0,1,33,1,1,3501,5,5,5,5,5,5,5,5,3,4,5,4,5,5,49,45.0,1
0,1,28,1,1,4202,2,2,2,2,5,5,5,3,4,3,3,5,2,5,1,12.0,1
1,1,33,0,2,1499,0,0,0,3,4,4,4,5,5,5,5,5,5,3,21,21.0,1
0,1,54,1,2,3215,3,4,4,4,3,3,3,3,3,4,4,2,3,3,63,92.0,0
1,1,18,0,2,3529,0,0,0,1,1,3,2,1,1,1,1,4,1,1,0,0.0,1
1,1,54,0,1,887,4,5,5,2,2,4,4,3,3,5,3,3,3,4,0,0.0,0
1,1,36,1,1,1664,1,1,1,1,1,5,3,5,5,5,5,2,5,3,0,0.0,1
0,1,28,0,2,2565,1,5,1,1,5,1,3,5,3,3,5,5,5,5,0,0.0,0
0,1,37,0,2,2526,3,4,4,4,4,4,4,4,4,4,5,3,4,4,2,0.0,0
0,1,27,1,1,2050,2,2,2,2,5,5,5,5,2,4,5,1,4,5,14,32.0,1
1,0,41,1,1,2943,3,3,3,1,2,3,2,2,4,2,5,5,4,2,0,0.0,0
1,1,41,0,2,2418,0,4,0,2,4,0,4,4,4,2,5,5,5,4,4,7.0,1
0,1,48,1,2,2260,2,1,1,1,2,2,2,2,2,5,3,1,4,2,0,0.0,0
1,1,24,0,2,1539,5,5,5,2,5,5,1,5,4,4,5,4,4,5,0,0.0,1
0,0,24,1,2,1560,2,4,2,3,3,2,5,3,4,1,4,2,4,3,0,0.0,0
1,1,73,1,1,3132,4,4,4,4,5,5,5,4,4,4,4,5,4,5,0,0.0,1
0,1,36,0,2,2199,4,3,4,1,5,4,5,5,3,3,1,3,2,5,0,0.0,0
1,0,12,1,1,2179,0,0,0,1,3,0,3,3,5,4,4,4,5,3,0,0.0,1
0,0,21,1,1,2188,5,4,5,5,4,5,4,4,5,4,4,3,4,4,0,0.0,1
1,1,23,1,1,2609,0,0,0,2,3,3,3,3,5,3,4,4,4,3,8,0.0,1
1,1,37,0,2,2344,1,1,1,1,3,5,4,5,5,5,5,3,5,5,0,56.0,1
0,1,50,1,2,1893,1,3,3,3,1,1,1,1,3,3,4,4,4,1,4,16.0,0
1,1,44,1,1,2093,2,2,2,2,5,3,3,2,2,2,2,2,2,3,12,6.0,0
0,0,29,1,1,2516,4,4,4,4,2,4,2,2,3,2,5,5,4,2,0,0.0,1
0,1,22,1,1,3454,5,5,5,5,5,5,5,5,5,5,5,2,4,5,0,0.0,1
